I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
,-0.051,,,,,0.005,-0.034,-0.034,,,
,-0.047,,,,,0.004,-0.025,-0.028,,,
,-0.046,,,,,0.006,-0.02,-0.031,,,
,-0.042,,,,,0.011,-0.015,-0.028,,,
,-0.041,,,,,0.014,-0.006,-0.031,,,
,-0.037,,,,,0.015,-0.008,-0.028,,,
,-0.036,,,,,0.014,-0.028,-0.032,,,
,-0.031,,,,,0.015,-0.024,-0.026,,,
,-0.031,,,,,0.014,-0.025,-0.026,,,
,-0.025,,,,,0.015,-0.024,-0.023,,,
,-0.025,,,,,0.015,-0.026,-0.026,,,
,-0.02,,,,,0.014,-0.023,-0.023,,,
,-0.021,,,,,0.015,-0.026,-0.026,,,
,-0.014,,,,,0.014,-0.023,-0.022,,,
,-0.017,,,,,0.015,-0.026,-0.029,,,
,-0.008,,,,,0.014,-0.023,-0.028,,,
,0.002,,,,,0.015,-0.026,-0.031,,,
,-0.007,,,,,0.014,-0.023,-0.027,,,
,-0.011,,,,,0.016,-0.026,-0.032,,,
,-0.017,,,,,0.036,-0.023,-0.027,,,
,-0.022,,,,,0.055,-0.024,-0.031,,,
,-0.028,,,,,0.076,0.005,-0.016,,,
,-0.029,,,,,0.094,0.021,-0.02,,,
,-0.044,,,,,0.121,0.075,0.048,,,
,-0.037,,,,,0.134,0.218,0.194,,,
,0.023,,,,,0.157,0.429,0.445,,,
,0.043,,,,,0.152,0.581,0.68,,,
,0.148,,,,,0.105,0.729,0.961,,,
,0.385,,,,,-0.02,0.681,1.134,,,
,0.525,,,,,-0.267,0.488,1.108,,,
,0.431,,,,,-0.473,0.283,0.872,,,
,0.337,,,,,-0.634,-0.111,0.363,,,
,0.293,,,,,-0.653,-0.941,-0.575,,,
,0.235,,,,,-0.541,-1.698,-1.559,,,
,0.136,,,,,-0.451,-1.744,-1.718,,,
,0.093,,,,,-0.36,-1.468,-1.429,,,
,0.084,,,,,-0.269,-1.089,-1.037,,,
,0.063,,,,,-0.199,-0.763,-0.731,,,
,0.054,,,,,-0.158,-0.485,-0.478,,,
,0.032,,,,,-0.087,-0.279,-0.292,,,
,0.018,,,,,-0.032,-0.163,-0.177,,,
,0.002,,,,,-0.006,-0.107,-0.133,,,
,-0.019,,,,,0.009,-0.062,-0.108,,,
,-0.058,,,,,0.024,-0.057,-0.086,,,
,-0.059,,,,,0.041,-0.042,-0.077,,,
,-0.06,,,,,0.04,-0.035,-0.076,,,
,-0.059,,,,,0.039,-0.025,-0.073,,,
,-0.06,,,,,0.039,-0.024,-0.071,,,
,-0.059,,,,,0.04,-0.017,-0.065,,,
,-0.061,,,,,0.039,-0.016,-0.065,,,
,-0.085,,,,,0.04,-0.012,-0.06,,,
,-0.085,,,,,0.039,-0.009,-0.057,,,
,-0.084,,,,,0.04,-0.004,-0.054,,,
,-0.084,,,,,0.038,-0.001,-0.051,,,
,-0.079,,,,,0.041,0.0,-0.049,,,
,-0.08,,,,,0.037,0.004,-0.045,,,
,-0.08,,,,,0.061,0.014,-0.035,,,
,-0.078,,,,,0.077,0.021,-0.028,,,
,-0.074,,,,,0.073,0.03,-0.019,,,
,-0.075,,,,,0.075,0.035,-0.012,,,
,-0.072,,,,,0.076,0.039,-0.003,,,
,-0.07,,,,,0.08,0.052,0.002,,,
,-0.069,,,,,0.079,0.057,0.009,,,
,-0.071,,,,,0.079,0.07,0.02,,,
,-0.062,,,,,0.082,0.091,0.027,,,
,-0.041,,,,,0.085,0.105,0.036,,,
,-0.025,,,,,0.085,0.107,0.045,,,
,-0.003,,,,,0.084,0.115,0.063,,,
,-0.021,,,,,0.104,0.147,0.084,,,
,-0.009,,,,,0.106,0.155,0.095,,,
,0.02,,,,,0.104,0.154,0.105,,,
,0.024,,,,,0.102,0.154,0.105,,,
,0.012,,,,,0.099,0.156,0.104,,,
,0.001,,,,,0.099,0.172,0.123,,,
,-0.008,,,,,0.094,0.175,0.126,,,
,-0.019,,,,,0.095,0.174,0.124,,,
,-0.033,,,,,0.093,0.174,0.124,,,
,-0.037,,,,,0.09,0.18,0.129,,,
,-0.034,,,,,0.089,0.188,0.158,,,
,-0.035,,,,,0.087,0.18,0.151,,,
,-0.035,,,,,0.083,0.181,0.146,,,
,-0.034,,,,,0.086,0.175,0.14,,,
,-0.029,,,,,0.082,0.175,0.135,,,
,-0.029,,,,,0.079,0.17,0.129,,,
,-0.029,,,,,0.08,0.17,0.123,,,
,-0.03,,,,,0.078,0.165,0.12,,,
,-0.023,,,,,0.074,0.165,0.118,,,
,-0.01,,,,,0.075,0.159,0.115,,,
,0.0,,,,,0.074,0.156,0.113,,,
,0.012,,,,,0.072,0.151,0.11,,,
,-0.007,,,,,0.068,0.15,0.108,,,
,0.017,,,,,0.071,0.146,0.105,,,
,0.047,,,,,0.067,0.143,0.102,,,
,0.044,,,,,0.064,0.138,0.1,,,
,0.018,,,,,0.064,0.135,0.096,,,
,0.003,,,,,0.065,0.131,0.094,,,
,-0.02,,,,,0.06,0.12,0.088,,,
,-0.001,,,,,0.054,0.112,0.076,,,
,-0.051,,,,,0.051,0.105,0.07,,,
,-0.052,,,,,0.046,0.092,0.061,,,
,-0.032,,,,,0.04,0.07,0.048,,,
,-0.015,,,,,0.036,0.051,0.031,,,
,-0.014,,,,,0.032,0.031,0.016,,,
,-0.048,,,,,0.028,0.015,0.004,,,
,-0.044,,,,,0.025,0.006,-0.008,,,
,-0.044,,,,,0.023,0.0,-0.019,,,
,-0.038,,,,,0.02,-0.009,-0.033,,,
,-0.041,,,,,0.018,-0.016,-0.036,,,
,-0.035,,,,,0.014,-0.026,-0.038,,,
,-0.035,,,,,0.013,-0.027,-0.059,,,
,-0.029,,,,,0.007,-0.024,-0.053,,,
,-0.03,,,,,0.005,-0.025,-0.056,,,
,-0.027,,,,,0.002,-0.024,-0.054,,,
,-0.024,,,,,0.0,-0.025,-0.055,,,
,-0.024,,,,,-0.002,-0.024,-0.054,,,
,-0.032,,,,,-0.005,-0.025,-0.055,,,
,-0.072,,,,,-0.001,-0.021,-0.051,,,
,-0.074,,,,,0.0,-0.019,-0.049,,,
,-0.063,,,,,0.0,-0.02,-0.049,,,
,-0.057,,,,,0.0,-0.019,-0.05,,,
,-0.052,,,,,0.001,-0.02,-0.05,,,
,-0.05,,,,,0.005,-0.019,-0.049,,,
,-0.049,,,,,0.004,-0.02,-0.05,,,
,-0.05,,,,,0.005,-0.015,-0.045,,,
,-0.046,,,,,0.004,-0.015,-0.044,,,
,-0.044,,,,,0.009,-0.014,-0.044,,,
,-0.045,,,,,0.01,-0.015,-0.045,,,
,-0.044,,,,,0.01,-0.014,-0.042,,,
,-0.041,,,,,0.01,-0.015,-0.039,,,
,-0.039,,,,,0.01,-0.014,-0.04,,,
,-0.04,,,,,0.005,-0.011,-0.04,,,
,-0.039,,,,,0.004,-0.009,-0.039,,,
,-0.04,,,,,0.005,-0.01,-0.035,,,
,-0.039,,,,,0.004,-0.009,-0.034,,,
,-0.04,,,,,0.005,-0.01,-0.035,,,
,-0.039,,,,,0.004,-0.009,-0.034,,,
,-0.04,,,,,0.005,-0.011,-0.035,,,
,-0.039,,,,,0.004,-0.013,-0.028,,,
,-0.04,,,,,0.005,-0.019,-0.03,,,
,-0.039,,,,,0.005,-0.019,-0.021,,,
,-0.04,,,,,0.004,-0.025,-0.033,,,
,-0.039,,,,,0.005,-0.026,-0.048,,,
,-0.04,,,,,0.004,-0.031,-0.044,,,
,-0.038,,,,,0.006,-0.023,-0.041,,,
,-0.041,,,,,0.026,-0.019,-0.04,,,
,-0.036,,,,,0.042,-0.006,-0.035,,,
,-0.036,,,,,0.057,-0.003,-0.035,,,
,-0.032,,,,,0.077,0.032,-0.033,,,
,-0.071,,,,,0.109,0.051,-0.019,,,
,-0.056,,,,,0.13,0.131,0.076,,,
,-0.035,,,,,0.159,0.31,0.243,,,
,0.009,,,,,0.139,0.5,0.497,,,
,0.07,,,,,0.13,0.672,0.763,,,
,0.185,,,,,0.062,0.738,1.01,,,
,0.43,,,,,-0.141,0.589,1.072,,,
,0.515,,,,,-0.372,0.412,0.992,,,
,0.412,,,,,-0.548,0.165,0.648,,,
,0.318,,,,,-0.671,-0.393,0.021,,,
,0.222,,,,,-0.617,-1.328,-1.044,,,
,0.123,,,,,-0.501,-1.835,-1.749,,,
,0.055,,,,,-0.421,-1.678,-1.643,,,
,0.045,,,,,-0.33,-1.34,-1.294,,,
,0.04,,,,,-0.264,-0.969,-0.914,,,
,0.035,,,,,-0.201,-0.657,-0.623,,,
,0.029,,,,,-0.132,-0.384,-0.376,,,
,0.025,,,,,-0.054,-0.197,-0.208,,,
,0.017,,,,,-0.024,-0.098,-0.114,,,
,-0.003,,,,,0.007,-0.07,-0.093,,,
,-0.037,,,,,0.035,-0.042,-0.079,,,
,-0.036,,,,,0.041,-0.028,-0.07,,,
,-0.056,,,,,0.038,-0.021,-0.056,,,
,-0.082,,,,,0.041,-0.02,-0.055,,,
,-0.086,,,,,0.038,-0.013,-0.048,,,
,-0.083,,,,,0.041,-0.012,-0.047,,,
,-0.08,,,,,0.039,-0.005,-0.04,,,
,-0.078,,,,,0.04,-0.004,-0.039,,,
,-0.074,,,,,0.039,0.002,-0.032,,,
,-0.074,,,,,0.04,0.002,-0.032,,,
,-0.1,,,,,0.039,0.014,-0.024,,,
,-0.092,,,,,0.04,0.024,-0.023,,,
,-0.071,,,,,0.039,0.039,-0.011,,,
,-0.061,,,,,0.04,0.048,-0.011,,,
,-0.044,,,,,0.041,0.056,-0.001,,,
,-0.036,,,,,0.051,0.057,0.0,,,
,-0.04,,,,,0.054,0.063,0.009,,,
,-0.057,,,,,0.056,0.066,0.011,,,
,-0.054,,,,,0.052,0.08,0.029,,,
,-0.055,,,,,0.061,0.085,0.04,,,
,-0.053,,,,,0.071,0.095,0.05,,,
,-0.05,,,,,0.069,0.098,0.051,,,
,-0.049,,,,,0.07,0.113,0.058,,,
,-0.05,,,,,0.069,0.106,0.058,,,
,-0.047,,,,,0.07,0.116,0.061,,,
,-0.044,,,,,0.068,0.121,0.064,,,
,-0.045,,,,,0.08,0.157,0.095,,,
,-0.043,,,,,0.092,0.176,0.117,,,
,-0.039,,,,,0.088,0.177,0.123,,,
,-0.04,,,,,0.091,0.181,0.127,,,
,-0.039,,,,,0.089,0.19,0.131,,,
,-0.035,,,,,0.09,0.193,0.135,,,
,-0.017,,,,,0.089,0.197,0.138,,,
,-0.01,,,,,0.09,0.198,0.147,,,
,0.013,,,,,0.089,0.204,0.153,,,
,-0.022,,,,,,,,0.029,-0.025,-0.04
,-0.03,,,,,,,,0.03,-0.022,-0.04
,0.015,,,,,,,,0.029,-0.019,-0.038
,0.004,,,,,,,,0.031,-0.019,-0.034
,0.0,,,,,,,,0.028,-0.014,-0.035
,-0.007,,,,,,,,0.031,-0.014,-0.033
,-0.011,,,,,,,,0.028,-0.012,-0.029
,-0.022,,,,,,,,0.031,-0.007,-0.03
,-0.024,,,,,,,,0.028,-0.004,-0.026
,-0.02,,,,,,,,0.031,0.0,-0.024
,-0.016,,,,,,,,0.026,0.003,-0.025
,-0.014,,,,,,,,0.042,0.008,-0.021
,-0.011,,,,,,,,0.055,0.011,-0.019
,-0.004,,,,,,,,0.055,0.017,-0.019
,-0.007,,,,,,,,0.053,0.017,-0.014
,0.024,,,,,,,,0.074,0.047,-0.015
,0.045,,,,,,,,0.073,0.05,-0.015
,0.015,,,,,,,,0.067,0.045,-0.01
,0.0,,,,,,,,0.064,0.042,-0.009
,-0.026,,,,,,,,0.06,0.037,-0.01
,-0.021,,,,,,,,0.054,0.033,-0.005
,-0.008,,,,,,,,0.049,0.029,-0.005
,-0.004,,,,,,,,0.045,0.025,0.0
,-0.044,,,,,,,,0.042,0.022,0.0
,-0.044,,,,,,,,0.035,0.015,-0.005
,-0.045,,,,,,,,0.021,0.005,-0.008
,-0.044,,,,,,,,0.008,-0.005,-0.013
,-0.041,,,,,,,,-0.005,-0.016,-0.015
,-0.039,,,,,,,,-0.017,-0.023,-0.018
,-0.039,,,,,,,,-0.027,-0.025,-0.02
,-0.059,,,,,,,,-0.038,-0.025,-0.02
,-0.072,,,,,,,,-0.048,-0.03,-0.025
,-0.067,,,,,,,,-0.045,-0.029,-0.025
,-0.071,,,,,,,,-0.045,-0.033,-0.03
,-0.068,,,,,,,,-0.044,-0.035,-0.029
,-0.075,,,,,,,,-0.045,-0.034,-0.034
,-0.073,,,,,,,,-0.044,-0.038,-0.034
,-0.076,,,,,,,,-0.045,-0.04,-0.035
,-0.074,,,,,,,,-0.044,-0.04,-0.034
,-0.073,,,,,,,,-0.046,-0.038,-0.037
,-0.053,,,,,,,,-0.041,-0.034,-0.04
,-0.046,,,,,,,,-0.056,-0.035,-0.04
,-0.024,,,,,,,,-0.069,-0.034,-0.039
,-0.043,,,,,,,,-0.059,-0.034,-0.04
,-0.081,,,,,,,,-0.059,-0.029,-0.045
,-0.069,,,,,,,,-0.052,-0.03,-0.045
,-0.06,,,,,,,,-0.051,-0.029,-0.044
,-0.046,,,,,,,,-0.043,-0.03,-0.045
,-0.061,,,,,,,,-0.049,-0.026,-0.044
,-0.066,,,,,,,,-0.049,-0.024,-0.039
,-0.052,,,,,,,,-0.05,-0.025,-0.04
,-0.049,,,,,,,,-0.049,-0.025,-0.037
,-0.038,,,,,,,,-0.05,-0.024,-0.034
,-0.06,,,,,,,,-0.049,-0.025,-0.034
,-0.058,,,,,,,,-0.05,-0.024,-0.029
,-0.05,,,,,,,,-0.053,-0.025,-0.03
,-0.041,,,,,,,,-0.056,-0.024,-0.029
,-0.034,,,,,,,,-0.054,-0.025,-0.025
,-0.028,,,,,,,,-0.055,-0.024,-0.025
,-0.031,,,,,,,,-0.054,-0.025,-0.023
,-0.028,,,,,,,,-0.055,-0.024,-0.019
,-0.031,,,,,,,,-0.053,-0.025,-0.02
,-0.024,,,,,,,,-0.06,-0.024,-0.02
,-0.026,,,,,,,,-0.058,-0.025,-0.026
,-0.023,,,,,,,,-0.062,-0.024,-0.023
,-0.025,,,,,,,,-0.064,-0.025,-0.025
,-0.029,,,,,,,,-0.065,-0.023,-0.026
,-0.055,,,,,,,,-0.065,-0.03,-0.032
,-0.047,,,,,,,,-0.071,-0.027,-0.027
,-0.052,,,,,,,,-0.068,-0.04,-0.039
,-0.046,,,,,,,,-0.073,-0.059,-0.052
,-0.053,,,,,,,,-0.123,-0.1,-0.082
,-0.046,,,,,,,,-0.149,-0.132,-0.074
,-0.053,,,,,,,,-0.078,-0.076,-0.055
,-0.018,,,,,,,,0.138,0.067,-0.019
,-0.009,,,,,,,,0.41,0.252,0.064
,0.064,,,,,,,,0.694,0.44,0.159
,0.218,,,,,,,,1.182,0.797,0.382
,0.427,,,,,,,,1.639,1.199,0.654
,0.486,,,,,,,,1.691,1.316,0.781
,0.383,,,,,,,,1.205,1.028,0.717
,0.289,,,,,,,,0.583,0.636,0.598
,0.221,,,,,,,,-0.323,0.078,0.395
,0.11,,,,,,,,-0.957,-0.327,0.203
,0.036,,,,,,,,-0.993,-0.412,0.092
,0.074,,,,,,,,-0.844,-0.395,0.041
,0.059,,,,,,,,-0.635,-0.338,0.025
,0.069,,,,,,,,-0.444,-0.242,0.001
,0.061,,,,,,,,-0.299,-0.166,-0.018
,0.041,,,,,,,,-0.204,-0.133,-0.034
,0.012,,,,,,,,-0.146,-0.129,-0.045
,-0.007,,,,,,,,-0.138,-0.13,-0.043
,-0.029,,,,,,,,-0.131,-0.125,-0.051
,-0.048,,,,,,,,-0.13,-0.125,-0.063
,-0.027,,,,,,,,-0.122,-0.123,-0.058
,-0.046,,,,,,,,-0.119,-0.119,-0.061
,-0.077,,,,,,,,-0.114,-0.12,-0.058
,-0.065,,,,,,,,-0.11,-0.118,-0.061
,-0.072,,,,,,,,-0.108,-0.114,-0.057
,-0.061,,,,,,,,-0.105,-0.114,-0.066
,-0.067,,,,,,,,-0.104,-0.111,-0.072
,-0.059,,,,,,,,-0.102,-0.109,-0.069
,-0.061,,,,,,,,-0.098,-0.11,-0.07
,-0.059,,,,,,,,-0.1,-0.106,-0.069
,-0.059,,,,,,,,-0.094,-0.105,-0.07
,-0.052,,,,,,,,-0.094,-0.1,-0.07
,-0.057,,,,,,,,-0.089,-0.1,-0.07
,-0.048,,,,,,,,-0.091,-0.098,-0.065
,-0.052,,,,,,,,-0.085,-0.095,-0.064
,-0.047,,,,,,,,-0.085,-0.093,-0.065
,-0.074,,,,,,,,-0.082,-0.089,-0.064
,-0.066,,,,,,,,-0.072,-0.09,-0.065
,-0.056,,,,,,,,-0.062,-0.085,-0.064
,-0.039,,,,,,,,-0.05,-0.081,-0.064
,-0.041,,,,,,,,-0.042,-0.079,-0.059
,-0.047,,,,,,,,-0.035,-0.076,-0.06
,-0.036,,,,,,,,-0.032,-0.071,-0.059
,-0.029,,,,,,,,-0.028,-0.07,-0.055
,-0.02,,,,,,,,-0.021,-0.065,-0.054
,-0.005,,,,,,,,-0.017,-0.059,-0.055
,0.005,,,,,,,,-0.013,-0.056,-0.053
,0.021,,,,,,,,-0.009,-0.051,-0.05
,0.028,,,,,,,,-0.005,-0.045,-0.049
,0.014,,,,,,,,-0.002,-0.041,-0.049
,0.004,,,,,,,,0.003,-0.037,-0.044
,-0.01,,,,,,,,0.005,-0.033,-0.045
,-0.008,,,,,,,,0.007,-0.03,-0.043
,0.018,,,,,,,,0.01,-0.028,-0.047
,0.014,,,,,,,,0.01,-0.025,-0.046
,-0.028,,,,,,,,0.015,-0.023,-0.044
,-0.055,,,,,,,,0.015,-0.019,-0.041
,-0.048,,,,,,,,0.02,-0.017,-0.039
,-0.037,,,,,,,,0.018,-0.014,-0.035
,-0.032,,,,,,,,0.028,-0.011,-0.035
,-0.018,,,,,,,,0.034,-0.003,-0.033
,0.005,,,,,,,,0.052,-0.002,-0.028
,0.054,,,,,,,,0.069,0.003,-0.024
,0.062,,,,,,,,0.069,0.009,-0.02
,0.059,,,,,,,,0.07,0.013,-0.017
,0.055,,,,,,,,0.071,0.016,-0.012
,0.055,,,,,,,,0.075,0.024,-0.009
,0.051,,,,,,,,0.074,0.027,-0.004
,0.05,,,,,,,,0.074,0.031,-0.001
,0.046,,,,,,,,0.066,0.037,0.004
,0.045,,,,,,,,0.063,0.043,0.01
,0.042,,,,,,,,0.055,0.043,0.014
,0.023,,,,,,,,0.052,0.029,0.02
,0.007,,,,,,,,0.043,0.012,0.015
,-0.007,,,,,,,,0.037,-0.001,0.012
,-0.027,,,,,,,,0.032,-0.015,0.007
,-0.046,,,,,,,,0.025,-0.027,0.004
,-0.037,,,,,,,,0.016,-0.025,0.0
,-0.023,,,,,,,,0.013,-0.023,0.0
,-0.013,,,,,,,,0.008,-0.019,-0.006
,-0.002,,,,,,,,0.005,-0.019,-0.008
,-0.019,,,,,,,,0.003,-0.016,-0.014
,-0.005,,,,,,,,0.0,-0.014,-0.016
,0.009,,,,,,,,-0.005,-0.011,-0.022
,-0.007,,,,,,,,-0.004,-0.007,-0.013
,-0.014,,,,,,,,-0.012,-0.021,-0.026
,-0.024,,,,,,,,-0.018,-0.033,-0.038
,-0.009,,,,,,,,-0.023,-0.028,-0.033
,-0.033,,,,,,,,-0.029,-0.03,-0.035
,-0.04,,,,,,,,-0.034,-0.029,-0.035
,-0.018,,,,,,,,-0.04,-0.03,-0.033
,-0.063,,,,,,,,-0.043,-0.029,-0.029
,-0.064,,,,,,,,-0.045,-0.03,-0.03
,-0.053,,,,,,,,-0.044,-0.025,-0.029
,-0.046,,,,,,,,-0.045,-0.025,-0.029
,-0.037,,,,,,,,-0.044,-0.024,-0.024
,-0.029,,,,,,,,-0.045,-0.025,-0.025
,-0.022,,,,,,,,-0.05,-0.024,-0.024
,-0.012,,,,,,,,-0.049,-0.025,-0.025
,-0.034,,,,,,,,-0.05,-0.025,-0.025
,-0.065,,,,,,,,-0.049,-0.031,-0.03
,-0.053,,,,,,,,-0.049,-0.04,-0.028
,-0.051,,,,,,,,-0.052,-0.045,-0.04
,-0.043,,,,,,,,-0.056,-0.044,-0.047
,-0.039,,,,,,,,-0.054,-0.045,-0.043
,-0.033,,,,,,,,-0.055,-0.044,-0.046
,-0.027,,,,,,,,-0.054,-0.045,-0.04
,-0.007,,,,,,,,-0.055,-0.045,-0.04
,0.019,,,,,,,,-0.054,-0.044,-0.039
,0.017,,,,,,,,-0.055,-0.045,-0.04
,0.002,,,,,,,,-0.054,-0.044,-0.034
,-0.009,,,,,,,,-0.055,-0.045,-0.035
,-0.024,,,,,,,,-0.054,-0.044,-0.034
,-0.055,,,,,,,,-0.055,-0.045,-0.031
,-0.051,,,,,,,,-0.054,-0.044,-0.029
,-0.045,,,,,,,,-0.055,-0.045,-0.03
,-0.04,,,,,,,,-0.05,-0.04,-0.029
,-0.034,,,,,,,,-0.05,-0.04,-0.031
,-0.029,,,,,,,,-0.048,-0.039,-0.028
,-0.023,,,,,,,,-0.051,-0.04,-0.031
,-0.013,,,,,,,,-0.046,-0.039,-0.028
,-0.005,,,,,,,,-0.045,-0.04,-0.031
,0.003,,,,,,,,-0.043,-0.039,-0.028
,0.006,,,,,,,,-0.046,-0.041,-0.032
,-0.016,,,,,,,,-0.042,-0.038,-0.03
,-0.04,,,,,,,,-0.087,-0.074,-0.066
,-0.061,,,,,,,,-0.122,-0.116,-0.097
,-0.044,,,,,,,,-0.102,-0.096,-0.085
,-0.012,,,,,,,,0.023,-0.012,-0.044
,-0.002,,,,,,,,0.25,0.138,0.012
,0.039,,,,,,,,0.527,0.326,0.097
,0.056,,,,,,,,0.845,0.527,0.198
,0.227,,,,,,,,1.327,0.892,0.437
,0.461,,,,,,,,1.713,1.254,0.714
,0.46,,,,,,,,1.547,1.21,0.772
,0.368,,,,,,,,1.048,0.932,0.72
,0.311,,,,,,,,0.402,0.531,0.6
,0.312,,,,,,,,-0.456,0.017,0.408
,0.229,,,,,,,,-0.882,-0.278,0.237
,0.123,,,,,,,,-0.882,-0.372,0.098
,0.084,,,,,,,,-0.795,-0.405,-0.004
,0.08,,,,,,,,-0.617,-0.338,-0.017
,0.051,,,,,,,,-0.456,-0.272,-0.038
,0.067,,,,,,,,-0.29,-0.172,-0.043
,0.066,,,,,,,,-0.196,-0.122,-0.046
,0.015,,,,,,,,-0.169,-0.126,-0.048
,0.0,,,,,,,,-0.156,-0.124,-0.053
,-0.022,,,,,,,,-0.138,-0.125,-0.065
,-0.041,,,,,,,,-0.128,-0.123,-0.064
,-0.055,,,,,,,,-0.124,-0.119,-0.065
,-0.054,,,,,,,,-0.123,-0.12,-0.063
,-0.068,,,,,,,,-0.118,-0.119,-0.068
,-0.088,,,,,,,,-0.12,-0.12,-0.083
,-0.065,,,,,,,,-0.114,-0.115,-0.078
,-0.053,,,,,,,,-0.114,-0.115,-0.081
,-0.034,,,,,,,,-0.109,-0.114,-0.079
,-0.04,,,,,,,,-0.11,-0.115,-0.08
,-0.041,,,,,,,,-0.106,-0.114,-0.079
,-0.038,,,,,,,,-0.104,-0.11,-0.08
,-0.035,,,,,,,,-0.104,-0.106,-0.076
,-0.033,,,,,,,,-0.097,-0.102,-0.075
,-0.028,,,,,,,,-0.091,-0.098,-0.074
,-0.031,,,,,,,,-0.087,-0.094,-0.075
,-0.068,,,,,,,,-0.08,-0.09,-0.074
,-0.07,,,,,,,,-0.076,-0.086,-0.075
,-0.063,,,,,,,,-0.069,-0.084,-0.075
,-0.065,,,,,,,,-0.065,-0.081,-0.078
,-0.058,,,,,,,,-0.058,-0.079,-0.083
,-0.056,,,,,,,,-0.057,-0.078,-0.084
,-0.054,,,,,,,,-0.05,-0.074,-0.076
,-0.06,,,,,,,,-0.045,-0.073,-0.073
,-0.059,,,,,,,,-0.04,-0.068,-0.065
,-0.066,,,,,,,,-0.037,-0.07,-0.062
,-0.062,,,,,,,,-0.028,-0.063,-0.058
,-0.059,,,,,,,,-0.02,-0.057,-0.061
,-0.054,,,,,,,,-0.014,-0.052,-0.057
,-0.051,,,,,,,,-0.011,-0.046,-0.054
,-0.046,,,,,,,,-0.009,-0.041,-0.054
,-0.043,,,,,,,,-0.01,-0.035,-0.055
,-0.038,,,,,,,,-0.009,-0.031,-0.051
,-0.035,,,,,,,,-0.01,-0.029,-0.049
,-0.034,,,,,,,,-0.009,-0.029,-0.05
,-0.033,,,,,,,,-0.01,-0.03,-0.046
,-0.028,,,,,,,,-0.009,-0.025,-0.044
,-0.032,,,,,,,,-0.01,-0.025,-0.045
,-0.026,,,,,,,,-0.009,-0.025,-0.044
,-0.025,,,,,,,,-0.01,-0.024,-0.04
,-0.024,,,,,,,,-0.009,-0.019,-0.039
,-0.021,,,,,,,,-0.01,-0.02,-0.035
,-0.018,,,,,,,,-0.008,-0.019,-0.034
,-0.022,,,,,,,,0.001,-0.018,-0.03
,-0.009,,,,,,,,0.011,-0.009,-0.03
,0.005,,,,,,,,0.022,-0.001,-0.026
,0.019,,,,,,,,0.031,0.005,-0.024
,0.0,,,,,,,,0.038,0.011,-0.021
,0.037,,,,,,,,0.052,0.03,-0.019
,0.037,,,,,,,,0.054,0.037,-0.016
,0.012,,,,,,,,0.055,0.035,-0.014
,-0.007,,,,,,,,0.053,0.032,-0.013
,-0.027,,,,,,,,0.057,0.03,-0.009
,-0.017,,,,,,,,0.072,0.027,-0.01
,0.001,,,,,,,,0.069,0.025,-0.009
,0.013,,,,,,,,0.064,0.021,-0.004
,0.033,,,,,,,,0.061,0.019,-0.005
,0.02,,,,,,,,0.052,0.016,-0.002
,0.074,,,,,,,,0.037,0.014,0.01
,0.058,,,,,,,,0.024,0.011,-0.004
,0.04,,,,,,,,0.01,0.009,-0.015
,-0.019,,,,,,,,0.0,0.0,-0.031
,-0.057,,,,,,,,-0.012,-0.012,-0.035
,-0.044,,,,,,,,-0.024,-0.024,-0.034
,-0.045,,,,,,,,-0.035,-0.035,-0.035
,-0.038,,,,,,,,-0.043,-0.04,-0.034
,-0.057,,,,,,,,-0.049,-0.039,-0.035
,-0.041,,,,,,,,-0.05,-0.04,-0.034
,-0.032,,,,,,,,-0.054,-0.039,-0.035
,-0.013,,,,,,,,-0.056,-0.044,-0.034
,-0.015,,,,,,,,-0.059,-0.044,-0.035
,-0.029,,,,,,,,-0.061,-0.045,-0.034
,-0.023,,,,,,,,-0.064,-0.043,-0.035
,-0.027,,,,,,,,-0.066,-0.047,-0.033
,-0.02,,,,,,,,-0.07,-0.049,-0.037
,-0.043,,,,,,,,-0.069,-0.053,-0.043
,-0.044,,,,,,,,-0.065,-0.053,-0.051
,-0.064,,,,,,,,-0.065,-0.068,-0.063
,-0.073,,,,,,,,-0.063,-0.07,-0.058
,-0.056,,,,,,,,-0.059,-0.062,-0.056
,-0.055,,,,,,,,-0.06,-0.061,-0.054
,-0.041,,,,,,,,-0.055,-0.053,-0.054
,-0.041,,,,,,,,-0.055,-0.049,-0.048
,-0.038,,,,,,,,-0.054,-0.045,-0.05
,-0.04,,,,,,,,-0.051,-0.04,-0.045
,-0.033,,,,,,,,-0.049,-0.039,-0.045
,-0.036,,,,,,,,-0.048,-0.04,-0.04
,-0.033,,,,,,,,-0.044,-0.039,-0.04
,-0.029,,,,,,,,-0.045,-0.04,-0.037
,-0.019,,,,,,,,-0.045,-0.039,-0.034
,-0.018,,,,,,,,-0.05,-0.04,-0.035
,-0.009,,,,,,,,-0.049,-0.039,-0.034
,-0.007,,,,,,,,-0.05,-0.04,-0.035
,0.001,,,,,,,,-0.049,-0.039,-0.034
,-0.013,,,,,,,,-0.05,-0.04,-0.035
,-0.043,,,,,,,,-0.049,-0.039,-0.034
,-0.061,,,,,,,,-0.05,-0.04,-0.035
,-0.047,,,,,,,,-0.049,-0.04,-0.034
